ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,baro_t,baro_p,_FORMAT,throttle_pct
1753943719.9680932,7666.47900390625,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,0.8999999761581421,1310.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.0184834,7666.52001953125,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,0.8999999761581421,1310.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.0694752,7666.56103515625,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,0.8999999761581421,1310.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.1206322,7666.60205078125,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,0.8999999761581421,1310.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.1713188,7666.68994140625,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1311.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.2221744,7666.73095703125,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1311.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.2728934,7666.77197265625,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1311.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.3239388,7666.85400390625,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1311.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.3750687,7666.89599609375,7491.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1311.0,30.0,nan,nan,45.34000015258789,972.2149047851562,<16f,20
1753943720.4258575,7666.951171875,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.4768045,7666.9921875,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.5275512,7667.033203125,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.57856,7667.115234375,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.62937,7667.162109375,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.6804883,7667.203125,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.7311604,7667.244140625,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.7817993,7667.28515625,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.8326762,7667.3671875,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.883425,7667.4091796875,7492.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.100000023841858,1302.0,30.0,nan,nan,45.34000015258789,972.1805419921875,<16f,20
1753943720.9340477,7667.4638671875,7492.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1314.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943720.9848897,7667.5048828125,7492.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1314.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.035841,7667.5458984375,7492.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1314.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.086401,7667.6279296875,7492.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1314.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.1371946,7667.6748046875,7492.6240234375,2147483648.0,8388607.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1316.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.1881795,7667.7158203125,7492.6240234375,2147483648.0,8388607.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1316.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.2390153,7667.7568359375,7492.6240234375,2147483648.0,8388607.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1316.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.289414,7667.8388671875,7492.6240234375,2147483648.0,8388607.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1316.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
1753943721.340225,7667.8798828125,7492.6240234375,2147483648.0,8388607.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.099998474121094,1.0,1316.0,30.0,nan,nan,45.34000015258789,972.134033203125,<16f,20
